track_id,genre
1,Hip-Hop
1,Hip-Hop
1,Hip-Hop
6,Pop
1,Hip-Hop
52,Rock
52,Rock
53,Experimental
53,Experimental
54,Folk
54,Folk
54,Folk
54,Folk
56,Jazz
56,Jazz
56,Jazz
56,Jazz
57,Experimental
58,Experimental
58,Experimental
59,Rock
59,Rock
60,Rock
60,Rock
60,Rock
546,Experimental
546,Experimental
546,Experimental
546,Experimental
546,Experimental
546,Experimental
546,Experimental
546,Experimental
546,Experimental
546,Experimental
546,Experimental
546,Experimental
546,Experimental
62,Rock
62,Rock
62,Rock
62,Rock
62,Rock
62,Rock
62,Rock
62,Rock
62,Rock
62,Rock
62,Rock
64,Rock
64,Rock
64,Rock
64,Rock
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
66,Pop
68,Rock
68,Rock
74,Jazz
74,Jazz
80,Rock
80,Rock
80,Rock
80,Rock
81,Rock
81,Rock
81,Rock
83,Experimental
83,Experimental
83,Experimental
83,Experimental
83,Experimental
83,Experimental
83,Experimental
83,Experimental
83,Experimental
83,Experimental
83,Experimental
83,Experimental
83,Experimental
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
84,Rock
86,Electronic
86,Electronic
86,Electronic
86,Electronic
89,Rock
89,Rock
89,Rock
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
90,Electronic
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
91,Experimental
95,Rock
95,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
98,Rock
100,Electronic
100,Electronic
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
101,Folk
102,Electronic
105,Rock
105,Rock
105,Rock
105,Rock
105,Rock
105,Rock
105,Rock
105,Rock
105,Rock
105,Rock
105,Rock
106,Rock
106,Rock
107,Rock
107,Rock
107,Rock
107,Rock
108,Rock
108,Rock
111,Hip-Hop
111,Hip-Hop
111,Hip-Hop
111,Hip-Hop
112,Experimental
112,Experimental
112,Experimental
113,Jazz
113,Jazz
113,Jazz
113,Jazz
122,Folk
122,Folk
122,Folk
122,Folk
123,Rock
123,Rock
123,Rock
123,Rock
123,Rock
124,Folk
124,Folk
124,Folk
124,Folk
126,Experimental
126,Experimental
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
127,Folk
128,Rock
128,Rock
128,Rock
130,Experimental
130,Experimental
131,Experimental
1700,Spoken
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
133,Electronic
135,International
135,International
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
136,Hip-Hop
137,Rock
137,Rock
137,Rock
137,Rock
138,Hip-Hop
138,Hip-Hop
139,Rock
139,Rock
139,Rock
139,Rock
139,Rock
139,Rock
139,Rock
139,Rock
140,International
140,International
140,International
140,International
140,International
140,International
142,Rock
142,Rock
142,Rock
143,Folk
143,Folk
143,Folk
143,Folk
143,Folk
144,Rock
144,Rock
144,Rock
144,Rock
144,Rock
145,Experimental
145,Experimental
145,Experimental
145,Experimental
145,Experimental
145,Experimental
145,Experimental
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
147,Soul-RnB
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
149,Rock
150,Experimental
150,Experimental
150,Experimental
151,Rock
151,Rock
151,Rock
151,Rock
151,Rock
153,Folk
154,Experimental
154,Experimental
154,Experimental
154,Experimental
154,Experimental
154,Experimental
155,Pop
155,Pop
155,Pop
156,Rock
156,Rock
156,Rock
156,Rock
156,Rock
156,Rock
156,Rock
157,Jazz
157,Jazz
157,Jazz
157,Jazz
157,Jazz
158,Rock
158,Rock
158,Rock
158,Rock
158,Rock
158,Rock
158,Rock
158,Rock
158,Rock
158,Rock
158,Rock
159,Pop
161,Rock
161,Rock
161,Rock
162,International
163,Experimental
164,Rock
164,Rock
164,Rock
164,Rock
164,Rock
164,Rock
164,Rock
164,Rock
164,Rock
165,Experimental
165,Experimental
165,Experimental
165,Experimental
165,Experimental
167,Electronic
167,Electronic
167,Electronic
167,Electronic
167,Electronic
167,Electronic
167,Electronic
167,Electronic
167,Electronic
167,Electronic
167,Electronic
167,Electronic
167,Electronic
167,Electronic
167,Electronic
168,Folk
168,Folk
168,Folk
168,Folk
168,Folk
168,Folk
169,Rock
170,Experimental
170,Experimental
170,Experimental
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
172,Spoken
173,Experimental
173,Experimental
173,Experimental
173,Experimental
173,Experimental
173,Experimental
173,Experimental
173,Experimental
173,Experimental
173,Experimental
173,Experimental
173,Experimental
173,Experimental
174,Rock
174,Rock
175,Rock
177,Experimental
177,Experimental
177,Experimental
177,Experimental
177,Experimental
177,Experimental
177,Experimental
177,Experimental
177,Experimental
177,Experimental
179,Experimental
180,Rock
180,Rock
181,Rock
182,Rock
182,Rock
182,Rock
182,Rock
182,Rock
163,Experimental
183,Jazz
183,Jazz
184,Jazz
184,Jazz
185,Rock
185,Rock
185,Rock
186,Rock
186,Rock
186,Rock
187,Rock
187,Rock
187,Rock
187,Rock
189,Spoken
189,Experimental
189,Experimental
189,Experimental
189,Experimental
190,Rock
190,Rock
191,Rock
192,Blues
192,Blues
192,Blues
192,Blues
192,Blues
192,Blues
192,Blues
193,Rock
193,Rock
194,Pop
195,Rock
197,Jazz
197,Jazz
197,Jazz
197,Jazz
197,Jazz
197,Jazz
197,Jazz
10,Experimental
10,Experimental
10,Experimental
10,Experimental
10,Experimental
10,Experimental
10,Experimental
10,Experimental
10,Experimental
10,Experimental
198,Rock
198,Rock
198,Rock
198,Rock
198,Rock
199,International
200,Experimental
201,Electronic
201,Electronic
201,Electronic
201,Rock
201,Electronic
201,Electronic
201,Electronic
201,Electronic
202,Experimental
202,Experimental
202,Experimental
202,Experimental
202,Experimental
202,Experimental
202,Experimental
202,Experimental
202,Experimental
202,Experimental
203,Rock
205,Rock
205,Rock
205,Rock
205,Rock
207,Experimental
207,Experimental
207,Experimental
208,Rock
208,Rock
208,Rock
208,Rock
209,Electronic
209,Electronic
209,Electronic
210,Rock
210,Rock
210,Rock
210,Rock
210,Rock
210,Rock
210,Rock
210,Rock
210,Rock
211,Rock
211,Rock
211,Rock
211,Rock
211,Rock
211,Rock
211,Rock
211,Rock
211,Rock
211,Rock
211,Rock
212,Rock
212,Rock
212,Rock
212,Rock
213,Jazz
213,Jazz
213,Jazz
213,Jazz
213,Jazz
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
214,Rock
215,Folk
215,Folk
215,Folk
215,Folk
215,Folk
215,Folk
215,Folk
217,Rock
217,Rock
217,Rock
217,Rock
218,Experimental
218,Experimental
218,Experimental
218,Experimental
218,Experimental
218,Experimental
218,Experimental
218,Experimental
219,Electronic
219,Electronic
219,Electronic
219,Electronic
220,Rock
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
163,Experimental
221,Rock
221,Rock
221,Rock
221,Rock
221,Rock
221,Rock
222,Experimental
222,Experimental
